,2024-06-30
TreasurySharesNumber,1652200000.0
OrdinarySharesNumber,2357050915.0
ShareIssued,4009250915.0
NetDebt,22978000000.0
TotalDebt,33369000000.0
TangibleBookValue,-12862000000.0
InvestedCapital,81948000000.0
WorkingCapital,-8918000000.0
NetTangibleAssets,-12064000000.0
CapitalLeaseObligations,909000000.0
CommonStockEquity,49488000000.0
PreferredStockEquity,798000000.0
TotalCapitalization,75555000000.0
TotalEquityGrossMinorityInterest,50558000000.0
MinorityInterest,272000000.0
StockholdersEquity,50286000000.0
OtherEquityInterest,-737000000.0
GainsLossesNotAffectingRetainedEarnings,-11900000000.0
OtherEquityAdjustments,-11900000000.0
MinimumPensionLiabilities,
TreasuryStock,133379000000.0
RetainedEarnings,123811000000.0
AdditionalPaidInCapital,67684000000.0
CapitalStock,4807000000.0
CommonStock,4009000000.0
PreferredStock,798000000.0
TotalLiabilitiesNetMinorityInterest,71812000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,38185000000.0
OtherNonCurrentLiabilities,557000000.0
DerivativeProductLiabilities,325000000.0
EmployeeBenefits,3537000000.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,3537000000.0
TradeandOtherPayablesNonCurrent,1315000000.0
NonCurrentDeferredLiabilities,6516000000.0
NonCurrentDeferredTaxesLiabilities,6516000000.0
LongTermDebtAndCapitalLeaseObligation,25935000000.0
LongTermCapitalLeaseObligation,666000000.0
LongTermDebt,25269000000.0
CurrentLiabilities,33627000000.0
OtherCurrentLiabilities,3006000000.0
CurrentDebtAndCapitalLeaseObligation,7434000000.0
CurrentCapitalLeaseObligation,243000000.0
CurrentDebt,7191000000.0
OtherCurrentBorrowings,3864000000.0
CommercialPaper,3327000000.0
PensionandOtherPostRetirementBenefitPlansCurrent,2161000000.0
CurrentProvisions,166000000.0
PayablesAndAccruedExpenses,20860000000.0
CurrentAccruedExpenses,4454000000.0
InterestPayable,282000000.0
Payables,16406000000.0
TotalTaxPayable,1042000000.0
AccountsPayable,15364000000.0
TotalAssets,122370000000.0
TotalNonCurrentAssets,97660000000.0
OtherNonCurrentAssets,13158000000.0
GoodwillAndOtherIntangibleAssets,62350000000.0
OtherIntangibleAssets,22047000000.0
Goodwill,40303000000.0
NetPPE,22152000000.0
AccumulatedDepreciation,-27911000000.0
GrossPPE,50063000000.0
ConstructionInProgress,3126000000.0
OtherProperties,1000000.0
MachineryFurnitureEquipment,37507000000.0
BuildingsAndImprovements,8534000000.0
LandAndImprovements,895000000.0
Properties,0.0
CurrentAssets,24709000000.0
OtherCurrentAssets,2093000000.0
PrepaidAssets,
Inventory,7016000000.0
FinishedGoods,4470000000.0
WorkInProcess,929000000.0
RawMaterials,1617000000.0
Receivables,6118000000.0
AccountsReceivable,6118000000.0
CashCashEquivalentsAndShortTermInvestments,9482000000.0
OtherShortTermInvestments,
CashAndCashEquivalents,9482000000.0
