,2024-09-30
TaxEffectOfUnusualItems,87000000.0
TaxRateForCalcs,0.174
NormalizedEBITDA,25091000000.0
TotalUnusualItems,500000000.0
TotalUnusualItemsExcludingGoodwill,500000000.0
NetIncomeFromContinuingOperationNetMinorityInterest,19743000000.0
ReconciledDepreciation,1034000000.0
ReconciledCostOfRevenue,7042000000.0
EBITDA,25591000000.0
EBIT,24557000000.0
NetInterestIncome,-641000000.0
InterestExpense,641000000.0
NormalizedIncome,19330000000.0
NetIncomeFromContinuingAndDiscontinuedOperation,19743000000.0
TotalExpenses,11869000000.0
TotalOperatingIncomeAsReported,23595000000.0
DilutedAverageShares,2029000000.0
BasicAverageShares,1621000000.0
DilutedEPS,9.73
BasicEPS,9.74
DilutedNIAvailtoComStockholders,19743000000.0
NetIncomeCommonStockholders,19743000000.0
NetIncome,19743000000.0
NetIncomeIncludingNoncontrollingInterests,19743000000.0
NetIncomeContinuousOperations,19743000000.0
TaxProvision,4173000000.0
PretaxIncome,23916000000.0
OtherIncomeExpense,500000000.0
SpecialIncomeCharges,-462000000.0
OtherSpecialCharges,462000000.0
GainOnSaleOfSecurity,962000000.0
NetNonOperatingInterestIncomeExpense,-641000000.0
InterestExpenseNonOperating,641000000.0
OperatingIncome,24057000000.0
OperatingExpense,4827000000.0
DepreciationAmortizationDepletionIncomeStatement,1034000000.0
DepreciationAndAmortizationInIncomeStatement,1034000000.0
SellingGeneralAndAdministration,3793000000.0
SellingAndMarketingExpense,1560000000.0
GeneralAndAdministrativeExpense,2233000000.0
OtherGandA,2233000000.0
GrossProfit,28884000000.0
CostOfRevenue,7042000000.0
TotalRevenue,35926000000.0
OperatingRevenue,46493000000.0
