,2024-12-31
TaxEffectOfUnusualItems,84315000.0
TaxRateForCalcs,0.219
NormalizedEBITDA,47135000000.0
TotalUnusualItems,385000000.0
TotalUnusualItemsExcludingGoodwill,385000000.0
NetIncomeFromContinuingOperationNetMinorityInterest,17506000000.0
ReconciledDepreciation,17892000000.0
ReconciledCostOfRevenue,54097000000.0
EBITDA,47520000000.0
EBIT,29628000000.0
NetInterestIncome,-6313000000.0
InterestExpense,6649000000.0
InterestIncome,336000000.0
NormalizedIncome,17205315000.0
NetIncomeFromContinuingAndDiscontinuedOperation,17506000000.0
TotalExpenses,106102000000.0
TotalOperatingIncomeAsReported,28686000000.0
DilutedAverageShares,
BasicAverageShares,
DilutedEPS,
BasicEPS,
DilutedNIAvailtoComStockholders,17506000000.0
NetIncomeCommonStockholders,17506000000.0
NetIncome,17506000000.0
MinorityInterests,-443000000.0
NetIncomeIncludingNoncontrollingInterests,17949000000.0
NetIncomeContinuousOperations,17949000000.0
TaxProvision,5030000000.0
PretaxIncome,22979000000.0
OtherIncomeExpense,606000000.0
OtherNonOperatingIncomeExpenses,274000000.0
SpecialIncomeCharges,385000000.0
OtherSpecialCharges,-385000000.0
ImpairmentOfCapitalAssets,0.0
EarningsFromEquityInterest,-53000000.0
NetNonOperatingInterestIncomeExpense,-6313000000.0
InterestExpenseNonOperating,6649000000.0
InterestIncomeNonOperating,336000000.0
OperatingIncome,28686000000.0
OperatingExpense,52005000000.0
DepreciationAmortizationDepletionIncomeStatement,17892000000.0
DepreciationAndAmortizationInIncomeStatement,17892000000.0
SellingGeneralAndAdministration,34113000000.0
GrossProfit,80691000000.0
CostOfRevenue,54097000000.0
TotalRevenue,134788000000.0
OperatingRevenue,134788000000.0
