,2024-09-30
FreeCashFlow,108807000000.0
RepurchaseOfCapitalStock,-94949000000.0
RepaymentOfDebt,-9958000000.0
IssuanceOfDebt,0.0
IssuanceOfCapitalStock,
CapitalExpenditure,-9447000000.0
InterestPaidSupplementalData,
IncomeTaxPaidSupplementalData,26102000000.0
EndCashPosition,29943000000.0
BeginningCashPosition,30737000000.0
ChangesInCash,-794000000.0
FinancingCashFlow,-121983000000.0
CashFlowFromContinuingFinancingActivities,-121983000000.0
NetOtherFinancingCharges,-5802000000.0
CashDividendsPaid,-15234000000.0
CommonStockDividendPaid,-15234000000.0
NetCommonStockIssuance,-94949000000.0
CommonStockPayments,-94949000000.0
CommonStockIssuance,
NetIssuancePaymentsOfDebt,-5998000000.0
NetShortTermDebtIssuance,3960000000.0
NetLongTermDebtIssuance,-9958000000.0
LongTermDebtPayments,-9958000000.0
LongTermDebtIssuance,0.0
InvestingCashFlow,2935000000.0
CashFlowFromContinuingInvestingActivities,2935000000.0
NetOtherInvestingChanges,-1308000000.0
NetInvestmentPurchaseAndSale,13690000000.0
SaleOfInvestment,62346000000.0
PurchaseOfInvestment,-48656000000.0
NetBusinessPurchaseAndSale,
PurchaseOfBusiness,
NetPPEPurchaseAndSale,-9447000000.0
PurchaseOfPPE,-9447000000.0
OperatingCashFlow,118254000000.0
CashFlowFromContinuingOperatingActivities,118254000000.0
ChangeInWorkingCapital,3651000000.0
ChangeInOtherWorkingCapital,
ChangeInOtherCurrentLiabilities,15552000000.0
ChangeInOtherCurrentAssets,-11731000000.0
ChangeInPayablesAndAccruedExpense,6020000000.0
ChangeInPayable,6020000000.0
ChangeInAccountPayable,6020000000.0
ChangeInInventory,-1046000000.0
ChangeInReceivables,-5144000000.0
ChangesInAccountReceivables,-3788000000.0
OtherNonCashItems,-2266000000.0
StockBasedCompensation,11688000000.0
DeferredTax,
DeferredIncomeTax,
DepreciationAmortizationDepletion,11445000000.0
DepreciationAndAmortization,11445000000.0
NetIncomeFromContinuingOperations,93736000000.0
