,2024-09-30
TaxEffectOfUnusualItems,0.0
TaxRateForCalcs,0.241
NormalizedEBITDA,134661000000.0
NetIncomeFromContinuingOperationNetMinorityInterest,93736000000.0
ReconciledDepreciation,11445000000.0
ReconciledCostOfRevenue,210352000000.0
EBITDA,134661000000.0
EBIT,123216000000.0
NetInterestIncome,
InterestExpense,
InterestIncome,
NormalizedIncome,93736000000.0
NetIncomeFromContinuingAndDiscontinuedOperation,93736000000.0
TotalExpenses,267819000000.0
TotalOperatingIncomeAsReported,123216000000.0
DilutedAverageShares,15408095000.0
BasicAverageShares,15343783000.0
DilutedEPS,6.08
BasicEPS,6.11
DilutedNIAvailtoComStockholders,93736000000.0
NetIncomeCommonStockholders,93736000000.0
NetIncome,93736000000.0
NetIncomeIncludingNoncontrollingInterests,93736000000.0
NetIncomeContinuousOperations,93736000000.0
TaxProvision,29749000000.0
PretaxIncome,123485000000.0
OtherIncomeExpense,269000000.0
OtherNonOperatingIncomeExpenses,269000000.0
NetNonOperatingInterestIncomeExpense,
InterestExpenseNonOperating,
InterestIncomeNonOperating,
OperatingIncome,123216000000.0
OperatingExpense,57467000000.0
ResearchAndDevelopment,31370000000.0
SellingGeneralAndAdministration,26097000000.0
GrossProfit,180683000000.0
CostOfRevenue,210352000000.0
TotalRevenue,391035000000.0
OperatingRevenue,391035000000.0
