,2023-09-30
TreasurySharesNumber,0.0
OrdinarySharesNumber,15550061000.0
ShareIssued,15550061000.0
NetDebt,81123000000.0
TotalDebt,111088000000.0
TangibleBookValue,62146000000.0
InvestedCapital,173234000000.0
WorkingCapital,-1742000000.0
NetTangibleAssets,62146000000.0
CapitalLeaseObligations,12842000000.0
CommonStockEquity,62146000000.0
TotalCapitalization,157427000000.0
TotalEquityGrossMinorityInterest,62146000000.0
StockholdersEquity,62146000000.0
GainsLossesNotAffectingRetainedEarnings,-11452000000.0
OtherEquityAdjustments,-11452000000.0
RetainedEarnings,-214000000.0
CapitalStock,73812000000.0
CommonStock,73812000000.0
TotalLiabilitiesNetMinorityInterest,290437000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,145129000000.0
OtherNonCurrentLiabilities,34391000000.0
TradeandOtherPayablesNonCurrent,15457000000.0
LongTermDebtAndCapitalLeaseObligation,95281000000.0
LongTermCapitalLeaseObligation,11267000000.0
LongTermDebt,95281000000.0
CurrentLiabilities,145308000000.0
OtherCurrentLiabilities,50010000000.0
CurrentDeferredLiabilities,8061000000.0
CurrentDeferredRevenue,8061000000.0
CurrentDebtAndCapitalLeaseObligation,15807000000.0
CurrentCapitalLeaseObligation,1575000000.0
CurrentDebt,15807000000.0
OtherCurrentBorrowings,9822000000.0
CommercialPaper,5985000000.0
PayablesAndAccruedExpenses,71430000000.0
Payables,71430000000.0
TotalTaxPayable,8819000000.0
IncomeTaxPayable,8819000000.0
AccountsPayable,62611000000.0
TotalAssets,352583000000.0
TotalNonCurrentAssets,209017000000.0
OtherNonCurrentAssets,46906000000.0
NonCurrentDeferredAssets,17852000000.0
NonCurrentDeferredTaxesAssets,17852000000.0
InvestmentsAndAdvances,100544000000.0
OtherInvestments,
InvestmentinFinancialAssets,100544000000.0
AvailableForSaleSecurities,100544000000.0
NetPPE,43715000000.0
AccumulatedDepreciation,-70884000000.0
GrossPPE,114599000000.0
Leases,12839000000.0
OtherProperties,10661000000.0
MachineryFurnitureEquipment,78314000000.0
LandAndImprovements,23446000000.0
Properties,0.0
CurrentAssets,143566000000.0
OtherCurrentAssets,14695000000.0
Inventory,6331000000.0
Receivables,60985000000.0
OtherReceivables,31477000000.0
AccountsReceivable,29508000000.0
CashCashEquivalentsAndShortTermInvestments,61555000000.0
OtherShortTermInvestments,31590000000.0
CashAndCashEquivalents,29965000000.0
CashEquivalents,1606000000.0
CashFinancial,28359000000.0
