,2023-12-31
TreasurySharesNumber,1228275301.0
PreferredSharesNumber,391850000.0
OrdinarySharesNumber,2876658594.0
ShareIssued,4104933895.0
TotalDebt,436537000000.0
TangibleBookValue,236093000000.0
InvestedCapital,737011000000.0
NetTangibleAssets,263497000000.0
CommonStockEquity,300474000000.0
PreferredStockEquity,27404000000.0
TotalCapitalization,719703000000.0
TotalEquityGrossMinorityInterest,327878000000.0
StockholdersEquity,327878000000.0
GainsLossesNotAffectingRetainedEarnings,-10443000000.0
OtherEquityAdjustments,-10443000000.0
TreasuryStock,116217000000.0
RetainedEarnings,332901000000.0
AdditionalPaidInCapital,90128000000.0
CapitalStock,31509000000.0
CommonStock,4105000000.0
PreferredStock,27404000000.0
TotalLiabilitiesNetMinorityInterest,3547515000000.0
LongTermDebtAndCapitalLeaseObligation,391825000000.0
LongTermDebt,391825000000.0
CurrentDebtAndCapitalLeaseObligation,44712000000.0
CurrentDebt,44712000000.0
OtherCurrentBorrowings,44712000000.0
CommercialPaper,
PayablesAndAccruedExpenses,317954000000.0
Payables,317954000000.0
OtherPayable,155994000000.0
AccountsPayable,161960000000.0
TotalAssets,3875393000000.0
InvestmentsAndAdvances,973946000000.0
HeldToMaturitySecurities,369848000000.0
AvailableForSaleSecurities,
TradingSecurities,411613000000.0
GoodwillAndOtherIntangibleAssets,64381000000.0
OtherIntangibleAssets,11747000000.0
Goodwill,52634000000.0
NetPPE,30157000000.0
GrossPPE,30157000000.0
OtherProperties,15295000000.0
Properties,14862000000.0
Receivables,107363000000.0
OtherReceivables,
AccountsReceivable,107363000000.0
OtherShortTermInvestments,192485000000.0
CashAndCashEquivalents,624151000000.0
CashFinancial,29066000000.0
CashCashEquivalentsAndFederalFundsSold,900303000000.0
