Unnamed: 0,2023-12-31
TreasurySharesNumber,559200000.0
OrdinarySharesNumber,228200000.0
ShareIssued,787400000.0
NetDebt,7381000000.0
TotalDebt,8031000000.0
TangibleBookValue,20668000000.0
InvestedCapital,32952000000.0
NetTangibleAssets,20668000000.0
CommonStockEquity,24921000000.0
TotalCapitalization,32852000000.0
TotalEquityGrossMinorityInterest,24921000000.0
StockholdersEquity,24921000000.0
GainsLossesNotAffectingRetainedEarnings,-4471000000.0
OtherEquityAdjustments,-4471000000.0
TreasuryStock,41105000000.0
RetainedEarnings,45591000000.0
CapitalStock,24906000000.0
CommonStock,24906000000.0
TotalLiabilitiesNetMinorityInterest,101057000000.0
NonCurrentDeferredLiabilities,
NonCurrentDeferredTaxesLiabilities,
LongTermDebtAndCapitalLeaseObligation,7931000000.0
LongTermDebt,7931000000.0
CurrentDebtAndCapitalLeaseObligation,100000000.0
CurrentDebt,100000000.0
OtherCurrentBorrowings,
CommercialPaper,100000000.0
PayablesAndAccruedExpenses,3787000000.0
Payables,3787000000.0
AccountsPayable,3787000000.0
TotalAssets,125978000000.0
InvestmentsAndAdvances,83552000000.0
GoodwillAndOtherIntangibleAssets,4253000000.0
OtherIntangibleAssets,277000000.0
Goodwill,3976000000.0
PrepaidAssets,1150000000.0
Receivables,21674000000.0
AccountsReceivable,21674000000.0
CashCashEquivalentsAndShortTermInvestments,83594000000.0
OtherShortTermInvestments,82944000000.0
CashAndCashEquivalents,650000000.0
FreeCashFlow,7711000000.0
RepurchaseOfCapitalStock,-1022000000.0
RepaymentOfDebt,
IssuanceOfDebt,738000000.0
InterestPaidSupplementalData,370000000.0
IncomeTaxPaidSupplementalData,201000000.0
EndCashPosition,650000000.0
BeginningCashPosition,799000000.0
EffectOfExchangeRateChanges,12000000.0
ChangesInCash,-161000000.0
FinancingCashFlow,-1051000000.0
CashFlowFromContinuingFinancingActivities,-1051000000.0
ProceedsFromStockOptionExercised,141000000.0
CashDividendsPaid,-908000000.0
CommonStockDividendPaid,-908000000.0
NetCommonStockIssuance,-1022000000.0
CommonStockPayments,-1022000000.0
NetIssuancePaymentsOfDebt,738000000.0
NetLongTermDebtIssuance,738000000.0
LongTermDebtPayments,
LongTermDebtIssuance,738000000.0
InvestingCashFlow,-6821000000.0
CashFlowFromContinuingInvestingActivities,-6821000000.0
NetOtherInvestingChanges,-462000000.0
NetInvestmentPurchaseAndSale,-6292000000.0
SaleOfInvestment,11745000000.0
PurchaseOfInvestment,-18037000000.0
NetInvestmentPropertiesPurchaseAndSale,-67000000.0
SaleOfInvestmentProperties,0.0
PurchaseOfInvestmentProperties,-67000000.0
NetBusinessPurchaseAndSale,0.0
PurchaseOfBusiness,0.0
OperatingCashFlow,7711000000.0
CashFlowFromContinuingOperatingActivities,7711000000.0
ChangeInWorkingCapital,-2660000000.0
ChangeInOtherWorkingCapital,
ChangeInReceivables,-1404000000.0
ChangesInAccountReceivables,-1404000000.0
OtherNonCashItems,647000000.0
AssetImpairmentCharge,9000000.0
AmortizationOfSecurities,6226000000.0
DeferredTax,-163000000.0
DeferredIncomeTax,-163000000.0
DepreciationAndAmortization,722000000.0
OperatingGainsLosses,-61000000.0
EarningsLossesFromEquityInvestments,-157000000.0
GainLossOnInvestmentSecurities,96000000.0
NetIncomeFromContinuingOperations,2991000000.0
TaxEffectOfUnusualItems,-990000.0
TaxRateForCalcs,0.11
TotalUnusualItems,-9000000.0
TotalUnusualItemsExcludingGoodwill,-9000000.0
NetIncomeFromContinuingOperationNetMinorityInterest,2991000000.0
ReconciledDepreciation,722000000.0
EBIT,3747000000.0
NetInterestIncome,-376000000.0
InterestExpense,376000000.0
NormalizedIncome,2999010000.0
NetIncomeFromContinuingAndDiscontinuedOperation,2991000000.0
TotalExpenses,38002000000.0
DilutedAverageShares,232200000.0
BasicAverageShares,229700000.0
DilutedEPS,12.79
BasicEPS,12.93
DilutedNIAvailtoComStockholders,2969000000.0
NetIncomeCommonStockholders,2969000000.0
OtherunderPreferredStockDividend,22000000.0
NetIncome,2991000000.0
NetIncomeIncludingNoncontrollingInterests,2991000000.0
NetIncomeContinuousOperations,2991000000.0
TaxProvision,380000000.0
PretaxIncome,3371000000.0
OtherIncomeExpense,353000000.0
SpecialIncomeCharges,-9000000.0
ImpairmentOfCapitalAssets,9000000.0
NetNonOperatingInterestIncomeExpense,-376000000.0
InterestExpenseNonOperating,376000000.0
SellingGeneralAndAdministration,5176000000.0
GeneralAndAdministrativeExpense,5176000000.0
OtherGandA,5176000000.0
TotalRevenue,41373000000.0
OperatingRevenue,41373000000.0
LossAdjustmentExpense,26215000000.0
NetPolicyholderBenefitsAndClaims,26215000000.0
PolicyholderBenefitsGross,
PolicyholderBenefitsCeded,
