Unnamed: 0,2023-12-31
TreasurySharesNumber,937900000.0
OrdinarySharesNumber,722700000.0
ShareIssued,1660600000.0
NetDebt,34766000000.0
TotalDebt,53091100000.0
TangibleBookValue,-7747100000.0
InvestedCapital,34638600000.0
WorkingCapital,1127400000.0
NetTangibleAssets,-7747100000.0
CapitalLeaseObligations,13745800000.0
CommonStockEquity,-4706700000.0
TotalCapitalization,32446200000.0
TotalEquityGrossMinorityInterest,-4706700000.0
StockholdersEquity,-4706700000.0
GainsLossesNotAffectingRetainedEarnings,-2456000000.0
OtherEquityAdjustments,-2456000000.0
TreasuryStock,74640100000.0
RetainedEarnings,63479900000.0
AdditionalPaidInCapital,8892900000.0
CapitalStock,16600000.0
CommonStock,16600000.0
PreferredStock,0.0
TotalLiabilitiesNetMinorityInterest,60853500000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,53994500000.0
OtherNonCurrentLiabilities,949700000.0
TradeandOtherPayablesNonCurrent,363200000.0
NonCurrentDeferredLiabilities,2471000000.0
NonCurrentDeferredRevenue,790100000.0
NonCurrentDeferredTaxesLiabilities,1680900000.0
LongTermDebtAndCapitalLeaseObligation,50210600000.0
LongTermCapitalLeaseObligation,13057700000.0
LongTermDebt,37152900000.0
CurrentLiabilities,6859000000.0
CurrentDebtAndCapitalLeaseObligation,2880500000.0
CurrentCapitalLeaseObligation,688100000.0
CurrentDebt,2192400000.0
OtherCurrentBorrowings,2192400000.0
PayablesAndAccruedExpenses,3978500000.0
CurrentAccruedExpenses,1902500000.0
InterestPayable,468900000.0
Payables,2076000000.0
TotalTaxPayable,973100000.0
IncomeTaxPayable,705100000.0
AccountsPayable,1102900000.0
TotalAssets,56146800000.0
TotalNonCurrentAssets,48160400000.0
OtherNonCurrentAssets,5617800000.0
InvestmentsAndAdvances,1080200000.0
LongTermEquityInvestment,1080200000.0
InvestmentsinAssociatesatCost,
GoodwillAndOtherIntangibleAssets,3040400000.0
Goodwill,3040400000.0
NetPPE,38422000000.0
AccumulatedDepreciation,-18662400000.0
GrossPPE,57084400000.0
OtherProperties,16621500000.0
MachineryFurnitureEquipment,
BuildingsAndImprovements,33381600000.0
LandAndImprovements,7081300000.0
Properties,0.0
CurrentAssets,7986400000.0
OtherCurrentAssets,866300000.0
PrepaidAssets,
Inventory,52800000.0
Receivables,2488000000.0
AccountsReceivable,2488000000.0
CashCashEquivalentsAndShortTermInvestments,4579300000.0
CashAndCashEquivalents,4579300000.0
FreeCashFlow,7254500000.0
RepurchaseOfCapitalStock,-3054300000.0
RepaymentOfDebt,-2441100000.0
IssuanceOfDebt,5221100000.0
CapitalExpenditure,-2357400000.0
InterestPaidSupplementalData,1286900000.0
IncomeTaxPaidSupplementalData,2992900000.0
EndCashPosition,4579300000.0
BeginningCashPosition,2583800000.0
EffectOfExchangeRateChanges,-57800000.0
ChangesInCash,2053300000.0
FinancingCashFlow,-4374100000.0
CashFlowFromContinuingFinancingActivities,-4374100000.0
NetOtherFinancingCharges,-39600000.0
ProceedsFromStockOptionExercised,259800000.0
CashDividendsPaid,-4532800000.0
CommonStockDividendPaid,-4532800000.0
NetCommonStockIssuance,-3054300000.0
CommonStockPayments,-3054300000.0
NetIssuancePaymentsOfDebt,2992800000.0
NetShortTermDebtIssuance,212800000.0
NetLongTermDebtIssuance,2780000000.0
LongTermDebtPayments,-2441100000.0
LongTermDebtIssuance,5221100000.0
InvestingCashFlow,-3184500000.0
CashFlowFromContinuingInvestingActivities,-3184500000.0
NetOtherInvestingChanges,-676100000.0
NetBusinessPurchaseAndSale,-245900000.0
SaleOfBusiness,195300000.0
PurchaseOfBusiness,-441200000.0
NetPPEPurchaseAndSale,94900000.0
SaleOfPPE,94900000.0
CapitalExpenditureReported,-2357400000.0
OperatingCashFlow,9611900000.0
CashFlowFromContinuingOperatingActivities,9611900000.0
ChangeInWorkingCapital,-108000000.0
ChangeInOtherWorkingCapital,-220300000.0
ChangeInPayablesAndAccruedExpense,256600000.0
ChangeInAccruedExpense,206200000.0
ChangeInPayable,50400000.0
ChangeInAccountPayable,50400000.0
ChangeInTaxPayable,
ChangeInIncomeTaxPayable,
ChangeInInventory,16700000.0
ChangeInReceivables,-161000000.0
ChangesInAccountReceivables,-161000000.0
OtherNonCashItems,-112700000.0
StockBasedCompensation,175200000.0
DeferredTax,-686400000.0
DeferredIncomeTax,-686400000.0
DepreciationAmortizationDepletion,1978200000.0
DepreciationAndAmortization,1978200000.0
OperatingGainsLosses,-103200000.0
GainLossOnSaleOfBusiness,-103200000.0
NetIncomeFromContinuingOperations,8468800000.0
TaxEffectOfUnusualItems,-45493500.0
TaxRateForCalcs,0.195
NormalizedEBITDA,14094500000.0
TotalUnusualItems,-233300000.0
TotalUnusualItemsExcludingGoodwill,-233300000.0
NetIncomeFromContinuingOperationNetMinorityInterest,8468800000.0
ReconciledDepreciation,1978200000.0
ReconciledCostOfRevenue,9334700000.0
EBITDA,13861200000.0
EBIT,11883000000.0
NetInterestIncome,-1174800000.0
InterestExpense,1360800000.0
InterestIncome,186000000.0
NormalizedIncome,8656606500.0
NetIncomeFromContinuingAndDiscontinuedOperation,8468800000.0
TotalExpenses,13748100000.0
RentExpenseSupplemental,4773900000.0
TotalOperatingIncomeAsReported,11646700000.0
DilutedAverageShares,732300000.0
BasicAverageShares,727900000.0
DilutedEPS,11.56
BasicEPS,11.63
DilutedNIAvailtoComStockholders,8468800000.0
NetIncomeCommonStockholders,8468800000.0
NetIncome,8468800000.0
NetIncomeIncludingNoncontrollingInterests,8468800000.0
NetIncomeContinuousOperations,8468800000.0
TaxProvision,2053400000.0
PretaxIncome,10522200000.0
OtherIncomeExpense,-48900000.0
OtherNonOperatingIncomeExpenses,31000000.0
SpecialIncomeCharges,-252300000.0
GainOnSaleOfPPE,6800000.0
GainOnSaleOfBusiness,103200000.0
WriteOff,362300000.0
ImpairmentOfCapitalAssets,
EarningsFromEquityInterest,153400000.0
GainOnSaleOfSecurity,19000000.0
NetNonOperatingInterestIncomeExpense,-1174800000.0
InterestExpenseNonOperating,1360800000.0
InterestIncomeNonOperating,186000000.0
OperatingIncome,11745600000.0
OperatingExpense,2816900000.0
DepreciationAmortizationDepletionIncomeStatement,381700000.0
DepreciationAndAmortizationInIncomeStatement,381700000.0
SellingGeneralAndAdministration,2435200000.0
GrossProfit,14562500000.0
CostOfRevenue,10931200000.0
TotalRevenue,25493700000.0
OperatingRevenue,25178100000.0
