Unnamed: 0,2024-12-31
CashCashEquivalentsAndShortTermInvestments,24522000000.0
OtherShortTermInvestments,417000000.0
CashAndCashEquivalents,24105000000.0
CashEquivalents,21187000000.0
CashFinancial,2918000000.0
FreeCashFlow,18059000000.0
RepurchaseOfCapitalStock,-2432000000.0
RepaymentOfDebt,-11886000000.0
IssuanceOfDebt,21937000000.0
IssuanceOfCapitalStock,0.0
CapitalExpenditure,-6207000000.0
InterestPaidSupplementalData,1990000000.0
IncomeTaxPaidSupplementalData,6714000000.0
EndCashPosition,24105000000.0
BeginningCashPosition,21859000000.0
EffectOfExchangeRateChanges,-289000000.0
ChangesInCash,2535000000.0
FinancingCashFlow,-3132000000.0
CashFlowFromContinuingFinancingActivities,-3132000000.0
NetOtherFinancingCharges,234000000.0
ProceedsFromStockOptionExercised,838000000.0
CashDividendsPaid,-11823000000.0
CommonStockDividendPaid,-11823000000.0
NetCommonStockIssuance,-2432000000.0
CommonStockPayments,-2432000000.0
CommonStockIssuance,0.0
NetIssuancePaymentsOfDebt,10051000000.0
NetShortTermDebtIssuance,5814000000.0
ShortTermDebtPayments,-9463000000.0
ShortTermDebtIssuance,15277000000.0
NetLongTermDebtIssuance,4237000000.0
LongTermDebtPayments,-2423000000.0
LongTermDebtIssuance,6660000000.0
InvestingCashFlow,-18599000000.0
CashFlowFromContinuingInvestingActivities,-18599000000.0
NetOtherInvestingChanges,2018000000.0
NetInvestmentPurchaseAndSale,736000000.0
SaleOfInvestment,2462000000.0
PurchaseOfInvestment,-1726000000.0
NetBusinessPurchaseAndSale,-15146000000.0
PurchaseOfBusiness,-15146000000.0
NetIntangiblesPurchaseAndSale,-1783000000.0
PurchaseOfIntangibles,-1783000000.0
NetPPEPurchaseAndSale,-4424000000.0
PurchaseOfPPE,-4424000000.0
OperatingCashFlow,24266000000.0
CashFlowFromContinuingOperatingActivities,24266000000.0
ChangeInWorkingCapital,1837000000.0
ChangeInOtherCurrentLiabilities,33000000.0
ChangeInOtherCurrentAssets,1717000000.0
ChangeInPayablesAndAccruedExpense,1621000000.0
ChangeInInventory,-1128000000.0
ChangeInReceivables,-406000000.0
ChangesInAccountReceivables,-406000000.0
OtherNonCashItems,1841000000.0
StockBasedCompensation,1176000000.0
ProvisionandWriteOffofAssets,11000000.0
AssetImpairmentCharge,405000000.0
DeferredTax,-2183000000.0
DeferredIncomeTax,-2183000000.0
DepreciationAmortizationDepletion,7339000000.0
DepreciationAndAmortization,7339000000.0
OperatingGainsLosses,-226000000.0
GainLossOnSaleOfBusiness,-226000000.0
NetIncomeFromContinuingOperations,14066000000.0
TaxEffectOfUnusualItems,-1122253550.668185
TaxRateForCalcs,0.157068
NormalizedEBITDA,31926000000.0
TotalUnusualItems,-7145000000.0
TotalUnusualItemsExcludingGoodwill,-7145000000.0
NetIncomeFromContinuingOperationNetMinorityInterest,14066000000.0
ReconciledDepreciation,7339000000.0
ReconciledCostOfRevenue,27471000000.0
EBITDA,24781000000.0
EBIT,17442000000.0
NetInterestIncome,577000000.0
InterestExpense,755000000.0
InterestIncome,1332000000.0
NormalizedIncome,20088746449.331818
NetIncomeFromContinuingAndDiscontinuedOperation,14066000000.0
TotalExpenses,66672000000.0
DilutedAverageShares,2429400000.0
BasicAverageShares,2406922000.0
DilutedEPS,5.79
BasicEPS,5.843978
DilutedNIAvailtoComStockholders,14066000000.0
NetIncomeCommonStockholders,14066000000.0
NetIncome,14066000000.0
NetIncomeIncludingNoncontrollingInterests,14066000000.0
NetIncomeDiscontinuousOperations,0.0
NetIncomeContinuousOperations,14066000000.0
TaxProvision,2621000000.0
PretaxIncome,16687000000.0
OtherIncomeExpense,-6045000000.0
OtherNonOperatingIncomeExpenses,1100000000.0
SpecialIncomeCharges,-6845000000.0
OtherSpecialCharges,5811000000.0
RestructuringAndMergernAcquisition,1034000000.0
GainOnSaleOfSecurity,-300000000.0
NetNonOperatingInterestIncomeExpense,577000000.0
InterestExpenseNonOperating,755000000.0
InterestIncomeNonOperating,1332000000.0
OperatingIncome,22149000000.0
OperatingExpense,39201000000.0
ResearchAndDevelopment,17232000000.0
SellingGeneralAndAdministration,21969000000.0
GeneralAndAdministrativeExpense,21969000000.0
OtherGandA,22869000000.0
SalariesAndWages,-900000000.0
GrossProfit,61350000000.0
CostOfRevenue,27471000000.0
TotalRevenue,88821000000.0
OperatingRevenue,88821000000.0
