Unnamed: 0,2023-12-31
TreasurySharesNumber,87172997.0
OrdinarySharesNumber,4204260649.0
ShareIssued,4291433646.0
NetDebt,148609000000.0
TotalDebt,174942000000.0
TangibleBookValue,-97137000000.0
InvestedCapital,243104000000.0
WorkingCapital,-16409000000.0
NetTangibleAssets,-97137000000.0
CapitalLeaseObligations,24268000000.0
CommonStockEquity,92430000000.0
TotalCapitalization,230131000000.0
TotalEquityGrossMinorityInterest,93799000000.0
MinorityInterest,1369000000.0
StockholdersEquity,92430000000.0
OtherEquityInterest,656000000.0
GainsLossesNotAffectingRetainedEarnings,-1380000000.0
OtherEquityAdjustments,-1380000000.0
TreasuryStock,3821000000.0
RetainedEarnings,82915000000.0
AdditionalPaidInCapital,13631000000.0
CapitalStock,429000000.0
CommonStock,429000000.0
PreferredStock,0.0
TotalLiabilitiesNetMinorityInterest,286456000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,233233000000.0
OtherNonCurrentLiabilities,16560000000.0
EmployeeBenefits,13189000000.0
NonCurrentDeferredLiabilities,45781000000.0
NonCurrentDeferredTaxesLiabilities,45781000000.0
LongTermDebtAndCapitalLeaseObligation,157703000000.0
LongTermCapitalLeaseObligation,20002000000.0
LongTermDebt,137701000000.0
CurrentLiabilities,53223000000.0
OtherCurrentLiabilities,2755000000.0
CurrentDeferredLiabilities,6955000000.0
CurrentDeferredRevenue,6955000000.0
CurrentDebtAndCapitalLeaseObligation,17239000000.0
CurrentCapitalLeaseObligation,4266000000.0
CurrentDebt,12973000000.0
OtherCurrentBorrowings,12973000000.0
CommercialPaper,0.0
PayablesAndAccruedExpenses,26274000000.0
CurrentAccruedExpenses,10820000000.0
InterestPayable,1570000000.0
Payables,15454000000.0
DividendsPayable,2821000000.0
TotalTaxPayable,2612000000.0
AccountsPayable,10021000000.0
TotalAssets,380255000000.0
TotalNonCurrentAssets,343441000000.0
OtherNonCurrentAssets,19885000000.0
InvestmentsAndAdvances,953000000.0
LongTermEquityInvestment,953000000.0
InvestmentsinSubsidiariesatCost,
GoodwillAndOtherIntangibleAssets,189567000000.0
OtherIntangibleAssets,166724000000.0
Goodwill,22843000000.0
NetPPE,133036000000.0
AccumulatedDepreciation,-211798000000.0
GrossPPE,344834000000.0
Leases,10355000000.0
ConstructionInProgress,12092000000.0
OtherProperties,103081000000.0
MachineryFurnitureEquipment,181615000000.0
BuildingsAndImprovements,36940000000.0
LandAndImprovements,751000000.0
Properties,0.0
CurrentAssets,36814000000.0
OtherCurrentAssets,1651000000.0
CurrentDeferredAssets,2756000000.0
RestrictedCash,1244000000.0
PrepaidAssets,1956000000.0
Inventory,2057000000.0
Receivables,25085000000.0
AccountsReceivable,25085000000.0
AllowanceForDoubtfulAccountsReceivable,-1017000000.0
GrossAccountsReceivable,26102000000.0
CashCashEquivalentsAndShortTermInvestments,2065000000.0
CashAndCashEquivalents,2065000000.0
FreeCashFlow,12912000000.0
RepaymentOfDebt,-10774000000.0
IssuanceOfDebt,8612000000.0
CapitalExpenditure,-24563000000.0
EndCashPosition,3497000000.0
BeginningCashPosition,4111000000.0
ChangesInCash,-614000000.0
FinancingCashFlow,-14657000000.0
CashFlowFromContinuingFinancingActivities,-14657000000.0
NetOtherFinancingCharges,-1470000000.0
CashDividendsPaid,-11025000000.0
CommonStockDividendPaid,-11025000000.0
NetIssuancePaymentsOfDebt,-2162000000.0
NetShortTermDebtIssuance,-150000000.0
ShortTermDebtPayments,-150000000.0
ShortTermDebtIssuance,
NetLongTermDebtIssuance,-2012000000.0
LongTermDebtPayments,-10624000000.0
LongTermDebtIssuance,8612000000.0
InvestingCashFlow,-23432000000.0
CashFlowFromContinuingInvestingActivities,-23432000000.0
NetOtherInvestingChanges,281000000.0
NetInvestmentPurchaseAndSale,880000000.0
PurchaseOfInvestment,
NetBusinessPurchaseAndSale,-30000000.0
SaleOfBusiness,0.0
PurchaseOfBusiness,-30000000.0
NetIntangiblesPurchaseAndSale,-5796000000.0
PurchaseOfIntangibles,-5796000000.0
CapitalExpenditureReported,-18767000000.0
OperatingCashFlow,37475000000.0
CashFlowFromContinuingOperatingActivities,37475000000.0
ChangeInWorkingCapital,-267000000.0
ChangeInPayablesAndAccruedExpense,2079000000.0
ChangeInPayable,2079000000.0
ChangeInAccountPayable,2079000000.0
ChangeInPrepaidAssets,-435000000.0
ChangeInInventory,287000000.0
ChangeInReceivables,-2198000000.0
ChangesInAccountReceivables,-2198000000.0
OtherNonCashItems,-3710000000.0
ProvisionandWriteOffofAssets,2214000000.0
AssetImpairmentCharge,5841000000.0
DeferredTax,2388000000.0
DeferredIncomeTax,2388000000.0
DepreciationAmortizationDepletion,17624000000.0
DepreciationAndAmortization,17624000000.0
AmortizationCashFlow,2687000000.0
AmortizationOfIntangibles,2687000000.0
Depreciation,14937000000.0
OperatingGainsLosses,1290000000.0
PensionAndEmployeeBenefitExpense,1206000000.0
EarningsLossesFromEquityInvestments,84000000.0
NetIncomeFromContinuingOperations,12095000000.0
TaxEffectOfUnusualItems,-1593504000.0
TaxRateForCalcs,0.288
NormalizedEBITDA,45668000000.0
TotalUnusualItems,-5533000000.0
TotalUnusualItemsExcludingGoodwill,-5533000000.0
NetIncomeFromContinuingOperationNetMinorityInterest,11614000000.0
ReconciledDepreciation,17624000000.0
ReconciledCostOfRevenue,54887000000.0
EBITDA,40135000000.0
EBIT,22511000000.0
NetInterestIncome,-5170000000.0
InterestExpense,5524000000.0
InterestIncome,354000000.0
NormalizedIncome,15553496000.0
NetIncomeFromContinuingAndDiscontinuedOperation,11614000000.0
TotalExpenses,105256000000.0
TotalOperatingIncomeAsReported,22877000000.0
DilutedAverageShares,4215000000.0
BasicAverageShares,4211000000.0
DilutedEPS,2.75
BasicEPS,2.76
DilutedNIAvailtoComStockholders,11614000000.0
NetIncomeCommonStockholders,11614000000.0
NetIncome,11614000000.0
MinorityInterests,-481000000.0
NetIncomeIncludingNoncontrollingInterests,12095000000.0
NetIncomeContinuousOperations,12095000000.0
TaxProvision,4892000000.0
PretaxIncome,16987000000.0
