Unnamed: 0,2024-01-31
TreasurySharesNumber,64000000.0
OrdinarySharesNumber,971000000.0
ShareIssued,1035000000.0
NetDebt,954000000.0
TotalDebt,12588000000.0
TangibleBookValue,5748000000.0
InvestedCapital,69072000000.0
WorkingCapital,2443000000.0
NetTangibleAssets,5748000000.0
CapitalLeaseObligations,3162000000.0
CommonStockEquity,59646000000.0
TotalCapitalization,68073000000.0
TotalEquityGrossMinorityInterest,59646000000.0
StockholdersEquity,59646000000.0
GainsLossesNotAffectingRetainedEarnings,-225000000.0
OtherEquityAdjustments,-225000000.0
TreasuryStock,11692000000.0
RetainedEarnings,11721000000.0
AdditionalPaidInCapital,59841000000.0
CapitalStock,1000000.0
CommonStock,1000000.0
PreferredStock,0.0
TotalLiabilitiesNetMinorityInterest,40177000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,13546000000.0
OtherNonCurrentLiabilities,2475000000.0
LongTermDebtAndCapitalLeaseObligation,11071000000.0
LongTermCapitalLeaseObligation,2644000000.0
LongTermDebt,8427000000.0
CurrentLiabilities,26631000000.0
CurrentDeferredLiabilities,19003000000.0
CurrentDeferredRevenue,19003000000.0
CurrentDebtAndCapitalLeaseObligation,1517000000.0
CurrentCapitalLeaseObligation,518000000.0
CurrentDebt,999000000.0
OtherCurrentBorrowings,999000000.0
PayablesAndAccruedExpenses,6111000000.0
Payables,
AccountsPayable,
TotalAssets,99823000000.0
TotalNonCurrentAssets,70749000000.0
NonCurrentDeferredAssets,5948000000.0
NonCurrentDeferredTaxesAssets,3433000000.0
InvestmentsAndAdvances,4848000000.0
OtherInvestments,
InvestmentinFinancialAssets,4848000000.0
HeldToMaturitySecurities,81000000.0
AvailableForSaleSecurities,4767000000.0
GoodwillAndOtherIntangibleAssets,53898000000.0
OtherIntangibleAssets,5278000000.0
Goodwill,48620000000.0
NetPPE,6055000000.0
AccumulatedDepreciation,-3152000000.0
GrossPPE,9207000000.0
Leases,1604000000.0
OtherProperties,2366000000.0
MachineryFurnitureEquipment,4454000000.0
BuildingsAndImprovements,490000000.0
LandAndImprovements,293000000.0
Properties,0.0
CurrentAssets,29074000000.0
OtherCurrentAssets,1561000000.0
CurrentDeferredAssets,1905000000.0
PrepaidAssets,
Receivables,11414000000.0
AccountsReceivable,11414000000.0
CashCashEquivalentsAndShortTermInvestments,14194000000.0
OtherShortTermInvestments,5722000000.0
CashAndCashEquivalents,8472000000.0
FreeCashFlow,9498000000.0
RepurchaseOfCapitalStock,-7620000000.0
RepaymentOfDebt,-1811000000.0
IssuanceOfDebt,0.0
CapitalExpenditure,-736000000.0
InterestPaidSupplementalData,254000000.0
IncomeTaxPaidSupplementalData,1027000000.0
EndCashPosition,8472000000.0
BeginningCashPosition,7016000000.0
EffectOfExchangeRateChanges,26000000.0
ChangesInCash,1430000000.0
FinancingCashFlow,-7477000000.0
