Unnamed: 0,2023-09-30
OrdinarySharesNumber,2068027500.0
ShareIssued,2068027500.0
NetDebt,4177000000.0
TotalDebt,20463000000.0
TangibleBookValue,-7066000000.0
InvestedCapital,57498000000.0
WorkingCapital,10434000000.0
NetTangibleAssets,-5368000000.0
CommonStockEquity,37035000000.0
PreferredStockEquity,1698000000.0
TotalCapitalization,59196000000.0
TotalEquityGrossMinorityInterest,38733000000.0
StockholdersEquity,38733000000.0
OtherEquityInterest,-140000000.0
GainsLossesNotAffectingRetainedEarnings,-1317000000.0
OtherEquityAdjustments,-177000000.0
ForeignCurrencyTranslationAdjustments,-921000000.0
MinimumPensionLiabilities,-155000000.0
UnrealizedGainLoss,-64000000.0
RetainedEarnings,18040000000.0
AdditionalPaidInCapital,20452000000.0
CapitalStock,1698000000.0
CommonStock,0.0
PreferredStock,1698000000.0
TotalLiabilitiesNetMinorityInterest,51766000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,28668000000.0
OtherNonCurrentLiabilities,3091000000.0
NonCurrentDeferredLiabilities,5114000000.0
NonCurrentDeferredTaxesLiabilities,5114000000.0
LongTermDebtAndCapitalLeaseObligation,20463000000.0
LongTermDebt,20463000000.0
CurrentLiabilities,23098000000.0
OtherCurrentLiabilities,11182000000.0
CurrentDebtAndCapitalLeaseObligation,
CurrentDebt,
OtherCurrentBorrowings,
PensionandOtherPostRetirementBenefitPlansCurrent,1506000000.0
PayablesAndAccruedExpenses,10410000000.0
CurrentAccruedExpenses,6766000000.0
Payables,3644000000.0
OtherPayable,3269000000.0
AccountsPayable,375000000.0
TotalAssets,90499000000.0
TotalNonCurrentAssets,56967000000.0
OtherNonCurrentAssets,7520000000.0
InvestmentsAndAdvances,1921000000.0
InvestmentinFinancialAssets,1921000000.0
GoodwillAndOtherIntangibleAssets,44101000000.0
OtherIntangibleAssets,26104000000.0
Goodwill,17997000000.0
NetPPE,3425000000.0
AccumulatedDepreciation,-5355000000.0
GrossPPE,8780000000.0
ConstructionInProgress,344000000.0
MachineryFurnitureEquipment,7343000000.0
BuildingsAndImprovements,1022000000.0
LandAndImprovements,71000000.0
Properties,0.0
CurrentAssets,33532000000.0
OtherCurrentAssets,4161000000.0
RestrictedCash,4769000000.0
PrepaidAssets,
Receivables,4474000000.0
OtherReceivables,2183000000.0
AccountsReceivable,2291000000.0
CashCashEquivalentsAndShortTermInvestments,20128000000.0
OtherShortTermInvestments,3842000000.0
